tags: darakwon 12-과

[sound:계절.mp3]	계절<p class="small">(봄 &lt; 여름 &lt; 가을 &lt; 겨울)</p>	saison<p class="small">(printemps &lt; été &lt; automne &lt; hiver)</p>
[sound:입니다.mp3]	입니다<div class="활용"><div class="bloc"><div class="부정사">이다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">입니다</div><div class="해요체">이에요 / 예요</div></div><div class="과거"><div class="하십시오체">이었습니다 / 였습니다</div><div class="해요체">이었어요 / 였어요</div></div><div class="미래"><div class="하십시오체">일 겁니다</div><div class="해요체">일 거예요</div></div></div><div class="bloc"><div class="연결">이고</div><div class="연결">이지만</div><div class="연결">인데</div><div class="연결">이면</div></div></div>	il est<p class="small">(<span class="em">copule</span>&nbsp;: sert à marquer l'identité ; 하십시오체, registre formel poli)</p>

[sound:아닙니다.mp3]	아닙니다<div class="활용"><div class="bloc"><div class="부정사">아니다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">아닙니다</div><div class="해요체">아니에요</div></div><div class="과거"><div class="하십시오체">아니었습니다</div><div class="해요체">아니었어요</div></div><div class="미래"><div class="하십시오체">아닐 겁니다</div><div class="해요체">아닐 거예요</div></div></div><div class="bloc"><div class="연결">아니고</div><div class="연결">아니지만</div><div class="연결">아닌데</div><div class="연결">아니면</div></div></div>	il n'est pas<p class="small">(<span class="em">copule</span>&nbsp;: sert à marquer l'identité ; 하십시오체, registre formel poli)</p>

[sound:있습니다.mp3]	있습니다<div class="활용"><div class="bloc"><div class="부정사">있다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">있습니다</div><div class="해요체">있어요</div></div><div class="과거"><div class="하십시오체">있었습니다</div><div class="해요체">있었어요</div></div><div class="미래"><div class="하십시오체">있을 겁니다</div><div class="해요체">있을 거예요</div></div></div><div class="bloc"><div class="연결">있고</div><div class="연결">있지만</div><div class="연결">있는데</div><div class="연결">있으면</div></div></div>	il est / il a<p class="small">(verbe d'existence / de possession ; 하십시오체, registre formel poli)</p>

[sound:없습니다.mp3]	없습니다<div class="활용"><div class="bloc"><div class="부정사">없다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">없습니다</div><div class="해요체">없어요</div></div><div class="과거"><div class="하십시오체">없었습니다</div><div class="해요체">없었어요</div></div><div class="미래"><div class="하십시오체">없을 겁니다</div><div class="해요체">없을 거예요</div></div></div><div class="bloc"><div class="연결">없고</div><div class="연결">없지만</div><div class="연결">없는데</div><div class="연결">없으면</div></div></div>	il n'est pas / il n'a pas<p class="small">(verbe d'existence / de possession ; 하십시오체, registre formel poli)</p>

[sound:합니다.mp3]	합니다<div class="활용"><div class="bloc"><div class="부정사">하다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">합니다</div><div class="해요체">해요</div></div><div class="과거"><div class="하십시오체">했습니다</div><div class="해요체">했어요</div></div><div class="미래"><div class="하십시오체">할 겁니다</div><div class="해요체">할 거예요</div></div></div><div class="bloc"><div class="연결">하고</div><div class="연결">하지만</div><div class="연결">하는데</div><div class="연결">하면</div></div></div>	il fait<p class="small">(하십시오체, registre formel poli)</p>


[sound:가깝습니다.mp3]	가깝습니다<div class="활용"><div class="bloc"><div class="부정사">가깝다</div><div class="불규칙">(“ㅂ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체">가깝습니다</div><div class="해요체">가까워요</div></div><div class="과거"><div class="하십시오체">가까웠습니다</div><div class="해요체">가까웠어요</div></div><div class="미래"><div class="하십시오체">가까울 겁니다</div><div class="해요체">가까울 거예요</div></div></div><div class="bloc"><div class="연결">가깝고</div><div class="연결">가깝지만</div><div class="연결">가까운데</div><div class="연결">가까우면</div></div></div>	il est proche<p class="small">(distance, temps, quantité)</p><hr/>il est intime, familier<p class="small">(하십시오체, registre formel poli)</p>

[sound:갑니다.mp3]	갑니다<div class="활용"><div class="bloc"><div class="부정사">가다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">갑니다</div><div class="해요체">가요</div></div><div class="과거"><div class="하십시오체">갔습니다</div><div class="해요체">갔어요</div></div><div class="미래"><div class="하십시오체">갈 겁니다</div><div class="해요체">갈 거예요</div></div></div><div class="bloc"><div class="연결">가고</div><div class="연결">가지만</div><div class="연결">가는데</div><div class="연결">가면</div></div></div>	il va<p class="small">(하십시오체, registre formel poli)</p>

[sound:감사합니다.mp3]	감사합니다<div class="활용"><div class="bloc"><div class="부정사">감사하다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">감사합니다</div><div class="해요체">감사해요</div></div><div class="과거"><div class="하십시오체">감사했습니다</div><div class="해요체">감사했어요</div></div><div class="미래"><div class="하십시오체">감사할 겁니다</div><div class="해요체">감사할 거예요</div></div></div><div class="bloc"><div class="연결">감사하고</div><div class="연결">감사하지만</div><div class="연결">감사한데</div><div class="연결">감사하면</div></div></div>	il remercie<p class="small">(하십시오체, registre formel poli)</p>

[sound:걷습니다.mp3]	걷습니다<div class="활용"><div class="bloc"><div class="부정사">걷다</div><div class="불규칙">(“ㄷ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체">걷습니다</div><div class="해요체">걸어요</div></div><div class="과거"><div class="하십시오체">걸었습니다</div><div class="해요체">걸었어요</div></div><div class="미래"><div class="하십시오체">걸을 겁니다</div><div class="해요체">걸을 거예요</div></div></div><div class="bloc"><div class="연결">걷고</div><div class="연결">걷지만</div><div class="연결">걷는데</div><div class="연결">걸으면</div></div></div>	il marche<p class="small">(하십시오체, registre formel poli)</p>

[sound:걸립니다.mp3]	걸립니다<div class="활용"><div class="bloc"><div class="부정사">걸리다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">걸립니다</div><div class="해요체">걸려요</div></div><div class="과거"><div class="하십시오체">걸렸습니다</div><div class="해요체">걸렸어요</div></div><div class="미래"><div class="하십시오체">걸릴 겁니다</div><div class="해요체">걸릴 거예요</div></div></div><div class="bloc"><div class="연결">걸리고</div><div class="연결">걸리지만</div><div class="연결">걸린데</div><div class="연결">걸리면</div></div></div>	il prend<p class="small">(le temps nécessaire ; 하십시오체, registre formel poli)</p>

[sound:고릅니다.mp3]	고릅니다<div class="활용"><div class="bloc"><div class="부정사">고르다</div><div class="불규칙">(“르” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체">고릅니다</div><div class="해요체">골라요</div></div><div class="과거"><div class="하십시오체">골랐습니다</div><div class="해요체">골랐어요</div></div><div class="미래"><div class="하십시오체">고를 겁니다</div><div class="해요체">고를 거예요</div></div><div class="명령법">고르세요</div></div><div class="bloc"><div class="연결">고르고</div><div class="연결">고르지만</div><div class="연결">고르는데</div><div class="연결">고르면</div></div></div>	il choisit, il sélectionne<p class="small">(하십시오체, registre formel poli)</p>

[sound:고맙습니다.mp3]	고맙습니다<div class="활용"><div class="bloc"><div class="부정사">고맙다</div><div class="불규칙">(“ㅂ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체">고맙습니다</div><div class="해요체">고마워요</div></div><div class="과거"><div class="하십시오체">고마왔습니다</div><div class="해요체">고마웠어요</div></div><div class="미래"><div class="하십시오체">고마울 겁니다</div><div class="해요체">고마울 거예요</div></div></div><div class="bloc"><div class="연결">고맙고</div><div class="연결">고맙지만</div><div class="연결">고마운데</div><div class="연결">고마우면</div></div></div>	merci<p class="small">(litt. “je suis reconnaissant” ; 하십시오체, registre formel poli)</p>

[sound:공부합니다.mp3]	공부합니다<div class="활용"><div class="bloc"><div class="부정사">공부하다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">공부합니다</div><div class="해요체">공부해요</div></div><div class="과거"><div class="하십시오체">공부했습니다</div><div class="해요체">공부했어요</div></div><div class="미래"><div class="하십시오체">공부할 겁니다</div><div class="해요체">공부할 거예요</div></div></div><div class="bloc"><div class="연결">공부하고</div><div class="연결">공부하지만</div><div class="연결">공부하는데</div><div class="연결">공부하면</div></div></div>	il étudie<p class="small">(하십시오체, registre formel poli)</p>

[sound:괜찮습니다.mp3]	괜찮습니다<div class="활용"><div class="bloc"><div class="부정사">괜찮다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">괜찮습니다</div><div class="해요체">괜찮아요</div></div><div class="과거"><div class="하십시오체">괜찮았습니다</div><div class="해요체">괜찮았어요</div></div><div class="미래"><div class="하십시오체">괜찮을 겁니다</div><div class="해요체">괜찮을 거예요</div></div></div><div class="bloc"><div class="연결">괜찮고</div><div class="연결">괜찮지만</div><div class="연결">괜찮은데</div><div class="연결">괜찮으면</div></div></div>	ce n'est pas grave, ça va<p class="small">(en réponse à des excuses ; 하십시오체, registre formel poli)</p>

[sound:구경합니다.mp3]	구경합니다<div class="활용"><div class="bloc"><div class="부정사">구경하다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">구경합니다</div><div class="해요체">구경해요</div></div><div class="과거"><div class="하십시오체">구경했습니다</div><div class="해요체">구경했어요</div></div><div class="미래"><div class="하십시오체">구경할 겁니다</div><div class="해요체">구경할 거예요</div></div></div><div class="bloc"><div class="연결">구경하고</div><div class="연결">구경하지만</div><div class="연결">구경하는데</div><div class="연결">구경하면</div></div></div>	il visite<hr/>il regarde<p class="small">(하십시오체, registre formel poli)</p>

[sound:기다립니다.mp3]	기다립니다<div class="활용"><div class="bloc"><div class="부정사">기다리다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">기다립니다</div><div class="해요체">기다려요</div></div><div class="과거"><div class="하십시오체">기다렸습니다</div><div class="해요체">기다렸어요</div></div><div class="미래"><div class="하십시오체">기다릴 겁니다</div><div class="해요체">기다릴 거예요</div></div><div class="명령법">기다리세요</div></div><div class="bloc"><div class="연결">기다리고</div><div class="연결">기다리지만</div><div class="연결">기다리는데</div><div class="연결">기다리면</div></div></div>	il attend<p class="small">(하십시오체, registre formel poli)</p>

[sound:끝납니다.mp3]	끝납니다<div class="활용"><div class="bloc"><div class="부정사">끝나다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">끝납니다</div><div class="해요체">끝나요</div></div><div class="과거"><div class="하십시오체">끝났습니다</div><div class="해요체">끝났어요</div></div><div class="미래"><div class="하십시오체">끝날 겁니다</div><div class="해요체">끝날 거예요</div></div></div><div class="bloc"><div class="연결">끝나고</div><div class="연결">끝나지만</div><div class="연결">끝나는데</div><div class="연결">끝나면</div></div></div>	il se finit, il se termine<p class="small">(하십시오체, registre formel poli)</p>

[sound:나쁩니다.mp3]	나쁩니다<div class="활용"><div class="bloc"><div class="부정사">나쁘다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">나쁩니다</div><div class="해요체">나빠요</div></div><div class="과거"><div class="하십시오체">나빴습니다</div><div class="해요체">나빴어요</div></div><div class="미래"><div class="하십시오체">나쁠 겁니다</div><div class="해요체">나쁠 거예요</div></div></div><div class="bloc"><div class="연결">나쁘고</div><div class="연결">나쁘지만</div><div class="연결">나쁜데</div><div class="연결">나쁘면</div></div></div>	il est mauvais<p class="small">(하십시오체, registre formel poli)</p>

[sound:나타납니다.mp3]	나타납니다<div class="활용"><div class="bloc"><div class="부정사">나타나다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">나타납니다</div><div class="해요체">나타나요</div></div><div class="과거"><div class="하십시오체">나타났습니다</div><div class="해요체">나타났어요</div></div><div class="미래"><div class="하십시오체">나타날 겁니다</div><div class="해요체">나타날 거예요</div></div></div><div class="bloc"><div class="연결">나타나고</div><div class="연결">나타나지만</div><div class="연결">나타나는데</div><div class="연결">나타나면</div></div></div>	il apparaît<p class="small">(하십시오체, registre formel poli)</p>

[sound:내립니다.mp3]	내립니다<div class="활용"><div class="bloc"><div class="부정사">내리다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">내립니다</div><div class="해요체">내려요</div></div><div class="과거"><div class="하십시오체">내렸습니다</div><div class="해요체">내렸어요</div></div><div class="미래"><div class="하십시오체">내릴 겁니다</div><div class="해요체">내릴 거예요</div></div></div><div class="bloc"><div class="연결">내리고</div><div class="연결">내리지만</div><div class="연결">내리는데</div><div class="연결">내리면</div></div></div>	il descend<p class="small">(하십시오체, registre formel poli)</p>

[sound:넓습니다.mp3]	넓습니다<div class="활용"><div class="bloc"><div class="부정사">넓다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">넓습니다</div><div class="해요체">넓어요</div></div><div class="과거"><div class="하십시오체">넓었습니다</div><div class="해요체">넓었어요</div></div><div class="미래"><div class="하십시오체">넓을 겁니다</div><div class="해요체">넓을 거예요</div></div></div><div class="bloc"><div class="연결">넓고</div><div class="연결">넓지만</div><div class="연결">넓은데</div><div class="연결">넓으면</div></div></div>	il est large (grand, spacieux)<p class="small">(하십시오체, registre formel poli)</p>

[sound:닫습니다.mp3]	닫습니다<div class="활용"><div class="bloc"><div class="부정사">닫다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">닫습니다</div><div class="해요체">닫아요</div></div><div class="과거"><div class="하십시오체">닫았습니다</div><div class="해요체">닫았어요</div></div><div class="미래"><div class="하십시오체">닫을 겁니다</div><div class="해요체">닫을 거예요</div></div></div><div class="bloc"><div class="연결">닫고</div><div class="연결">닫지만</div><div class="연결">닫는데</div><div class="연결">닫으면</div></div></div>	il ferme<p class="small">(하십시오체, registre formel poli)</p>

[sound:답합니다.mp3]	답합니다<div class="활용"><div class="bloc"><div class="부정사">답하다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">답합니다</div><div class="해요체">답해요</div></div><div class="과거"><div class="하십시오체">답했습니다</div><div class="해요체">답했어요</div></div><div class="미래"><div class="하십시오체">답할 겁니다</div><div class="해요체">답할 거예요</div></div><div class="명령법">답하세요</div></div><div class="bloc"><div class="연결">답하고</div><div class="연결">답하지만</div><div class="연결">답하는데</div><div class="연결">답하면</div></div></div>	il répond<p class="small">(하십시오체, registre formel poli)</p>

[sound:덥습니다.mp3]	덥습니다<div class="활용"><div class="bloc"><div class="부정사">덥다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">덥습니다</div><div class="해요체">더워요</div></div><div class="과거"><div class="하십시오체">더웠습니다</div><div class="해요체">더웠어요</div></div><div class="미래"><div class="하십시오체">더울 겁니다</div><div class="해요체">더울 거예요</div></div></div><div class="bloc"><div class="연결">덥고</div><div class="연결">덥지만</div><div class="연결">더운데</div><div class="연결">더우면</div></div></div>	il fait chaud<p class="small">(météo ; 하십시오체, registre formel poli)</p>

[sound:도착합니다.mp3]	도착합니다<div class="활용"><div class="bloc"><div class="부정사">도착하다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">도착합니다</div><div class="해요체">도착해요</div></div><div class="과거"><div class="하십시오체">도착했습니다</div><div class="해요체">도착했어요</div></div><div class="미래"><div class="하십시오체">도착할 겁니다</div><div class="해요체">도착할 거예요</div></div></div><div class="bloc"><div class="연결">도착하고</div><div class="연결">도착하지만</div><div class="연결">도착하는데</div><div class="연결">도착하면</div></div></div>	il arrive<p class="small">(하십시오체, registre formel poli)</p>

[sound:돕습니다.mp3]	돕습니다<div class="활용"><div class="bloc"><div class="부정사">돕다</div><div class="불규칙">(“ㅂ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체">돕습니다</div><div class="해요체">도와요</div></div><div class="과거"><div class="하십시오체">도왔습니다</div><div class="해요체">도왔어요</div></div><div class="미래"><div class="하십시오체">도울 겁니다</div><div class="해요체">도울 거예요</div></div></div><div class="bloc"><div class="연결">돕고</div><div class="연결">돕지만</div><div class="연결">돕는데</div><div class="연결">도우면</div></div></div>	il aide<p class="small">(하십시오체, registre formel poli)</p>

[sound:듣습니다.mp3]	듣습니다<div class="활용"><div class="bloc"><div class="부정사">듣다</div><div class="불규칙">(“ㄷ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체">듣습니다</div><div class="해요체">들어요</div></div><div class="과거"><div class="하십시오체">들었습니다</div><div class="해요체">들었어요</div></div><div class="미래"><div class="하십시오체">들을 겁니다</div><div class="해요체">들을 거예요</div></div><div class="명령법">들으세요</div></div><div class="bloc"><div class="연결">듣고</div><div class="연결">듣지만</div><div class="연결">듣는데</div><div class="연결">들으면</div></div></div>	il entend, il écoute<p class="small">(하십시오체, registre formel poli)</p>

[sound:따뜻합니다.mp3]	따뜻합니다<div class="활용"><div class="bloc"><div class="부정사">따뜻하다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">따뜻합니다</div><div class="해요체">따뜻해요</div></div><div class="과거"><div class="하십시오체">따뜻했습니다</div><div class="해요체">따뜻했어요</div></div><div class="미래"><div class="하십시오체">따뜻할 겁니다</div><div class="해요체">따뜻할 거예요</div></div></div><div class="bloc"><div class="연결">따뜻하고</div><div class="연결">따뜻하지만</div><div class="연결">따뜻한데</div><div class="연결">따뜻하면</div></div></div>	il fait doux<p class="small">(météo ; 하십시오체, registre formel poli)</p>

[sound:마십니다.mp3]	마십니다<div class="활용"><div class="bloc"><div class="부정사">마시다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">마십니다</div><div class="해요체">마셔요</div></div><div class="과거"><div class="하십시오체">마셨습니다</div><div class="해요체">마셨어요</div></div><div class="미래"><div class="하십시오체">마실 겁니다</div><div class="해요체">마실 거예요</div></div></div><div class="bloc"><div class="연결">마시고</div><div class="연결">마시지만</div><div class="연결">마시는데</div><div class="연결">마시면</div></div></div>	il boit<p class="small">(하십시오체, registre formel poli)</p>

[sound:막힙니다.mp3]	막힙니다<div class="활용"><div class="bloc"><div class="부정사">막히다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">막힙니다</div><div class="해요체">막혀요</div></div><div class="과거"><div class="하십시오체">막혔습니다</div><div class="해요체">막혔어요</div></div><div class="미래"><div class="하십시오체">막힐 겁니다</div><div class="해요체">막힐 거예요</div></div></div><div class="bloc"><div class="연결">막히고</div><div class="연결">막히지만</div><div class="연결">막히는데</div><div class="연결">막히면</div></div></div>	il est bouché<p class="small">(하십시오체, registre formel poli)</p>

[sound:만납니다.mp3]	만납니다<div class="활용"><div class="bloc"><div class="부정사">만나다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">만납니다</div><div class="해요체">만나요</div></div><div class="과거"><div class="하십시오체">만났습니다</div><div class="해요체">만났어요</div></div><div class="미래"><div class="하십시오체">만날 겁니다</div><div class="해요체">만날 거예요</div></div></div><div class="bloc"><div class="연결">만나고</div><div class="연결">만나지만</div><div class="연결">만나는데</div><div class="연결">만나면</div></div></div>	il rencontre<p class="small">(하십시오체, registre formel poli)</p>

[sound:만듭니다.mp3]	만<span class="불규칙">듭</span>니다<div class="활용"><div class="bloc"><div class="부정사">만들다</div><div class="불규칙">(“ㄹ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체">만듭니다</div><div class="해요체">만들어요</div></div><div class="과거"><div class="하십시오체">만들었습니다</div><div class="해요체">만들었어요</div></div><div class="미래"><div class="하십시오체">만들 겁니다</div><div class="해요체">만들 거예요</div></div><div class="명령법">만드세요</div></div><div class="bloc"><div class="연결">만들고</div><div class="연결">만들지만</div><div class="연결">만드는데</div><div class="연결">만들면</div></div></div>	il fait, il construit<p class="small">(하십시오체, registre formel poli)</p>

[sound:많습니다.mp3]	많습니다<div class="활용"><div class="bloc"><div class="부정사">많다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">많습니다</div><div class="해요체">많아요</div></div><div class="과거"><div class="하십시오체">많았습니다</div><div class="해요체">많았어요</div></div><div class="미래"><div class="하십시오체">많을 겁니다</div><div class="해요체">많을 거예요</div></div></div><div class="bloc"><div class="연결">많고</div><div class="연결">많지만</div><div class="연결">많은데</div><div class="연결">많으면</div></div></div>	ils sont nombreux<p class="small">(하십시오체, registre formel poli)</p>

[sound:말합니다.mp3]	말합니다<div class="활용"><div class="bloc"><div class="부정사">말하다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">말합니다</div><div class="해요체">말해요</div></div><div class="과거"><div class="하십시오체">말했습니다</div><div class="해요체">말했어요</div></div><div class="미래"><div class="하십시오체">말할 겁니다</div><div class="해요체">말할 거예요</div></div><div class="명령법">말하세요</div></div><div class="bloc"><div class="연결">말하고</div><div class="연결">말하지만</div><div class="연결">말하는데</div><div class="연결">말하면</div></div></div>	il parle, il dit<p class="small">(하십시오체, registre formel poli)</p>

[sound:맛없습니다.mp3]	맛없습니다<div class="활용"><div class="bloc"><div class="부정사">맛없다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">맛없습니다</div><div class="해요체">맛없어요</div></div><div class="과거"><div class="하십시오체">맛없었습니다</div><div class="해요체">맛없었어요</div></div><div class="미래"><div class="하십시오체">맛없을 겁니다</div><div class="해요체">맛없을 거예요</div></div></div><div class="bloc"><div class="연결">맛없고</div><div class="연결">맛없지만</div><div class="연결">맛없는데</div><div class="연결">맛없으면</div></div></div>	il est fade<p class="small">(하십시오체, registre formel poli)</p>

[sound:맛있습니다.mp3]	맛있습니다<div class="활용"><div class="bloc"><div class="부정사">맛있다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">맛있습니다</div><div class="해요체">맛있어요</div></div><div class="과거"><div class="하십시오체">맛있었습니다</div><div class="해요체">맛있었어요</div></div><div class="미래"><div class="하십시오체">맛있을 겁니다</div><div class="해요체">맛있을 거예요</div></div></div><div class="bloc"><div class="연결">맛있고</div><div class="연결">맛있지만</div><div class="연결">맛있는데</div><div class="연결">맛있으면</div></div></div>	il est délicieux<p class="small">(하십시오체, registre formel poli)</p>

[sound:맞습니다.mp3]	맞습니다<div class="활용"><div class="bloc"><div class="부정사">맞다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">맞습니다</div><div class="해요체">맞아요</div></div><div class="과거"><div class="하십시오체">맞았습니다</div><div class="해요체">맞았어요</div></div><div class="미래"><div class="하십시오체">맞을 겁니다</div><div class="해요체">맞을 거예요</div></div></div><div class="bloc"><div class="연결">맞고</div><div class="연결">맞지만</div><div class="연결">맞는데</div><div class="연결">맞으면</div></div></div>	c'est correct, c'est juste<p class="small">(하십시오체, registre formel poli)</p>

[sound:맵습니다.mp3]	맵습니다<div class="활용"><div class="bloc"><div class="부정사">맵다</div><div class="불규칙">(“ㅂ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체">맵습니다</div><div class="해요체">매워요</div></div><div class="과거"><div class="하십시오체">매웠습니다</div><div class="해요체">매웠어요</div></div><div class="미래"><div class="하십시오체">매울 겁니다</div><div class="해요체">매울 거예요</div></div></div><div class="bloc"><div class="연결">맵고</div><div class="연결">맵지만</div><div class="연결">매운데</div><div class="연결">매우면</div></div></div>	il est piquant, épicé<p class="small">(하십시오체, registre formel poli)</p>

[sound:먹습니다.mp3]	먹습니다<div class="활용"><div class="bloc"><div class="부정사">먹다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">먹습니다</div><div class="해요체">먹어요</div></div><div class="과거"><div class="하십시오체">먹었습니다</div><div class="해요체">먹었어요</div></div><div class="미래"><div class="하십시오체">먹을 겁니다</div><div class="해요체">먹을 거예요</div></div></div><div class="bloc"><div class="연결">먹고</div><div class="연결">먹지만</div><div class="연결">먹는데</div><div class="연결">먹으면</div></div></div>	il mange<p class="small">(하십시오체, registre formel poli)</p>

[sound:멉니다.mp3]	<span class="불규칙">멉</span>니다<div class="활용"><div class="bloc"><div class="부정사">멀다</div><div class="불규칙">(“ㄹ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체">멉니다</div><div class="해요체">멀어요</div></div><div class="과거"><div class="하십시오체">멀었습니다</div><div class="해요체">멀었어요</div></div><div class="미래"><div class="하십시오체">멀 겁니다</div><div class="해요체">멀 거예요</div></div></div><div class="bloc"><div class="연결">멀고</div><div class="연결">멀지만</div><div class="연결">먼데</div><div class="연결">멀면</div></div></div>	il est loin<p class="small">(하십시오체, registre formel poli)</p>

[sound:묻습니다.mp3]	묻습니다<div class="활용"><div class="bloc"><div class="부정사">묻다</div><div class="불규칙">(“ㄷ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체">묻습니다</div><div class="해요체">물어요</div></div><div class="과거"><div class="하십시오체">물었습니다</div><div class="해요체">물었어요</div></div><div class="미래"><div class="하십시오체">물을 겁니다</div><div class="해요체">물을 거예요</div></div></div><div class="bloc"><div class="연결">묻고</div><div class="연결">묻지만</div><div class="연결">묻는데</div><div class="연결">물으면</div></div></div>	il demande, il interroge (quelqu'un)<p class="small">(하십시오체, registre formel poli)</p>

[sound:미안합니다.mp3]	미안합니다<div class="활용"><div class="bloc"><div class="부정사">미안하다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">미안합니다</div><div class="해요체">미안해요</div></div><div class="과거"><div class="하십시오체">미안했습니다</div><div class="해요체">미안했어요</div></div><div class="미래"><div class="하십시오체">미안할 겁니다</div><div class="해요체">미안할 거예요</div></div></div><div class="bloc"><div class="연결">미안하고</div><div class="연결">미안하지만</div><div class="연결">미안한데</div><div class="연결">미안하면</div></div></div>	désolé, navré, excusez-moi<p class="small">(하십시오체, registre formel poli)</p>

[sound:바꿉니다.mp3]	바꿉니다<div class="활용"><div class="bloc"><div class="부정사">바꾸다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">바꿉니다</div><div class="해요체">바꿔요</div></div><div class="과거"><div class="하십시오체">바꾸었습니다</div><div class="해요체">바꾸었어요</div></div><div class="미래"><div class="하십시오체">바꿀 겁니다</div><div class="해요체">바꿀 거예요</div></div><div class="명령법">바꾸세요</div></div><div class="bloc"><div class="연결">바꾸고</div><div class="연결">바꾸지만</div><div class="연결">바꾸는데</div><div class="연결">바꾸면</div></div></div>	il change / échange, il transforme, il modifie<p class="small">(하십시오체, registre formel poli)</p>

[sound:바쁩니다.mp3]	바쁩니다<div class="활용"><div class="bloc"><div class="부정사">바쁘다</div><div class="불규칙">(“ㅡ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체">바쁩니다</div><div class="해요체">바빠요</div></div><div class="과거"><div class="하십시오체">바빴습니다</div><div class="해요체">바빴어요</div></div><div class="미래"><div class="하십시오체">바쁠 겁니다</div><div class="해요체">바쁠 거예요</div></div></div><div class="bloc"><div class="연결">바쁘고</div><div class="연결">바쁘지만</div><div class="연결">바쁜데</div><div class="연결">바쁘면</div></div></div>	il est occupé<p class="small">(하십시오체, registre formel poli)</p>

[sound:반갑습니다.mp3]	반갑습니다<div class="활용"><div class="bloc"><div class="부정사">반갑다</div><div class="불규칙">(“ㅂ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체">반갑습니다</div><div class="해요체">반가워요</div></div><div class="과거"><div class="하십시오체">반가웠습니다</div><div class="해요체">반가웠어요</div></div><div class="미래"><div class="하십시오체">반가울 겁니다</div><div class="해요체">반가울 거예요</div></div></div><div class="bloc"><div class="연결">반갑고</div><div class="연결">반갑지만</div><div class="연결">반가운데</div><div class="연결">반가우면</div></div></div>	il est enchanté, ravi<p class="small">(de rencontrer ; 하십시오체, registre formel poli)</p>

[sound:받습니다.mp3]	받습니다<div class="활용"><div class="bloc"><div class="부정사">받다</div></div><div class="bloc"><div class="현재"><div class="하십시오체">받습니다</div><div class="해요체">받아요</div></div><div class="과거"><div class="하십시오체">받았습니다</div><div class="해요체">받았어요</div></div><div class="미래"><div class="하십시오체">받을 겁니다</div><div class="해요체">받을 거예요</div></div></div><div class="bloc"><div class="연결">받고</div><div class="연결">받지만</div><div class="연결">받는데</div><div class="연결">받으면</div></div></div>	il reçoit<p class="small">(하십시오체, registre formel poli)</p>

